pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,sy_dist,sy_disterr1,sy_disterr2
Kepler-1542 c,Kepler-1542,1,1,4,Transit,2016,Kepler,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2.89223021,1.472e-05,-1.472e-05,0.0,0.65,0.09,-0.06,0.0,,,,,,,,,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5564.0,63.25,-63.29,0.0,0.99,0.13,-0.09,0.0,0.94,0.03,-0.03,0.0,0.06,0.084,-0.078,0.0,[Fe/H],399.114,3.956,-3.88
Kepler-1542 b,Kepler-1542,1,1,4,Transit,2016,Kepler,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,3.95116882,1.633e-05,-1.633e-05,0.0,0.76,0.11,-0.08,0.0,,,,,,,,,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5564.0,63.25,-63.29,0.0,0.99,0.13,-0.09,0.0,0.94,0.03,-0.03,0.0,0.06,0.084,-0.078,0.0,[Fe/H],399.114,3.956,-3.88
K2-407 c,K2-407,1,1,2,Transit,2022,K2,Published Confirmed,<a refstr=CHRISTIANSEN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220302087C/abstract target=ref>Christiansen et al. 2022</a>,9.22453,0.001322,-0.000911,0.0,1.36,0.096,-0.088,0.0,,,,,,,,,,,,,<a refstr=CHRISTIANSEN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220302087C/abstract target=ref>Christiansen et al. 2022</a>,,5563.0,138.0,-138.0,0.0,0.93,0.06,-0.05,0.0,0.88,0.39,-0.27,0.0,0.014,0.235,-0.235,0.0,[Fe/H],218.376,1.676,-1.651
K2-407 b,K2-407,1,1,2,Transit,2022,K2,Published Confirmed,<a refstr=CHRISTIANSEN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220302087C/abstract target=ref>Christiansen et al. 2022</a>,4.941907,0.000661,-0.000696,0.0,1.283,0.097,-0.089,0.0,,,,,,,,,,,,,<a refstr=CHRISTIANSEN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220302087C/abstract target=ref>Christiansen et al. 2022</a>,,5563.0,138.0,-138.0,0.0,0.93,0.06,-0.05,0.0,0.88,0.39,-0.27,0.0,0.014,0.235,-0.235,0.0,[Fe/H],218.376,1.676,-1.651
Kepler-1811 b,Kepler-1811,1,1,1,Transit,2021,Kepler,Published Confirmed,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,76.42230225,,,0.0,3.848,,,0.0,,,,,,,,,,,,,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,5561.0,83.0,-75.0,0.0,1.19,0.18,-0.22,0.0,0.95,0.07,-0.04,0.0,0.16,0.15,-0.15,0.0,[Fe/H],1390.56,53.53,-49.77
K2-365 b,K2-365,1,1,1,Transit,2022,K2,Published Confirmed,<a refstr=CHRISTIANSEN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220302087C/abstract target=ref>Christiansen et al. 2022</a>,23.448172,0.000766,-0.000996,0.0,2.906,0.195,-0.176,0.0,,,,,,,,,,,,,<a refstr=CHRISTIANSEN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220302087C/abstract target=ref>Christiansen et al. 2022</a>,,5561.0,138.0,-138.0,0.0,1.05,0.07,-0.06,0.0,0.82,0.37,-0.25,0.0,-0.021,0.235,-0.235,0.0,[Fe/H],187.222,1.492,-1.47
HD 80606 b,HD 80606,1,2,1,Radial Velocity,2001,Multiple Observatories,Published Confirmed,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,111.4367,0.0004,-0.0004,0.0,11.994,0.336,-0.336,0.0,1392.0954,235.1942,-235.1942,0.0,1392.0954,235.1942,-235.1942,0.0,0.93,0.0,0.0,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5561.0,24.0,-24.0,0.0,1.04,0.02,-0.02,0.0,1.15,0.27,-0.27,0.0,0.35,,,0.0,[Fe/H],66.4711,0.1612,-0.1604
Kepler-423 b,Kepler-423,1,1,1,Transit,2014,Kepler,Published Confirmed,<a refstr=GANDOLFI_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...576A..11G/abstract target=ref>Gandolfi et al. 2015</a>,2.6843285,7e-08,-7e-08,0.0,13.361,0.583,-0.583,0.0,189.101,25.743,-25.743,0.0,189.101,25.743,-25.743,0.0,0.019,0.028,-0.014,0.0,<a refstr=GANDOLFI_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...576A..11G/abstract target=ref>Gandolfi et al. 2015</a>,G4 V,5560.0,80.0,-80.0,0.0,0.95,0.04,-0.04,0.0,0.85,0.04,-0.04,0.0,-0.1,0.05,-0.05,0.0,[M/H],758.753,12.76,-12.76
Kepler-150 e,Kepler-150,1,1,5,Transit,2014,Kepler,Published Confirmed,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,30.826557,0.000199,-0.000199,0.0,3.12,0.55,-0.55,0.0,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5560.0,100.0,-100.0,0.0,0.94,0.14,-0.14,0.0,,,,,,,,,,891.092,17.021,-16.404
Kepler-150 d,Kepler-150,1,1,5,Transit,2014,Kepler,Published Confirmed,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,12.56093,3.6e-05,-3.6e-05,0.0,2.79,0.41,-0.41,0.0,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5560.0,100.0,-100.0,0.0,0.94,0.14,-0.14,0.0,,,,,,,,,,891.092,17.021,-16.404
Kepler-150 c,Kepler-150,1,1,5,Transit,2014,Kepler,Published Confirmed,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,7.381998,1e-05,-1e-05,0.0,3.69,0.59,-0.59,0.0,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5560.0,100.0,-100.0,0.0,0.94,0.14,-0.14,0.0,,,,,,,,,,891.092,17.021,-16.404
Kepler-150 b,Kepler-150,1,1,5,Transit,2014,Kepler,Published Confirmed,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,3.428054,2.6e-05,-2.6e-05,0.0,1.25,0.19,-0.19,0.0,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5560.0,100.0,-100.0,0.0,0.94,0.14,-0.14,0.0,,,,,,,,,,891.092,17.021,-16.404
HD 29021 b,HD 29021,1,1,1,Radial Velocity,2017,Haute-Provence Observatory,Published Confirmed,<a refstr=REY_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...601A...9R/abstract target=ref>Rey et al. 2017</a>,1362.3,4.6,-4.0,0.0,,,,,,,,,762.792,63.566,-63.566,0.0,0.459,0.008,-0.008,0.0,<a refstr=REY_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...601A...9R/abstract target=ref>Rey et al. 2017</a>,G5,5560.0,45.0,-45.0,0.0,0.85,0.09,-0.09,0.0,0.85,0.08,-0.08,0.0,-0.24,0.02,-0.02,0.0,[Fe/H],30.9939,0.0422,-0.0421
Kepler-682 b,Kepler-682,1,1,1,Transit,2016,Kepler,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,12.61190667,6.46e-06,-6.46e-06,0.0,7.37,0.77,-0.5,0.0,,,,,,,,,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5559.0,84.63,-82.16,0.0,0.89,0.09,-0.06,0.0,0.92,0.04,-0.05,0.0,-0.05,0.143,-0.172,0.0,[Fe/H],1979.25,104.85,-95.0
Kepler-1532 b,Kepler-1532,1,1,1,Transit,2016,Kepler,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,1.09366356,2.16e-06,-2.16e-06,0.0,1.35,0.18,-0.12,0.0,,,,,,,,,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5559.0,129.54,-75.54,0.0,0.88,0.11,-0.07,0.0,0.91,0.06,-0.06,0.0,-0.1,0.159,-0.175,0.0,[Fe/H],798.246,14.908,-14.38
Kepler-1172 b,Kepler-1172,1,1,1,Transit,2016,Kepler,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,26.0204423,0.0001886,-0.0001886,0.0,3.2,0.4,-0.28,0.0,,,,,,,,,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5558.0,144.94,-137.66,0.0,0.89,0.11,-0.07,0.0,0.92,0.06,-0.06,0.0,-0.04,0.145,-0.193,0.0,[Fe/H],1306.53,53.12,-53.12
K2-390 b,K2-390,1,1,1,Transit,2022,K2,Published Confirmed,<a refstr=CHRISTIANSEN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220302087C/abstract target=ref>Christiansen et al. 2022</a>,3.312792,0.0001,-0.000104,0.0,4.662,0.313,-0.343,0.0,,,,,,,,,,,,,<a refstr=CHRISTIANSEN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220302087C/abstract target=ref>Christiansen et al. 2022</a>,,5558.0,138.0,-138.0,0.0,0.97,0.06,-0.06,0.0,0.79,0.35,-0.24,0.0,-0.116,0.235,-0.235,0.0,[Fe/H],456.122,5.675,-5.54
K2-279 b,K2-279,1,1,1,Transit,2018,K2,Published Confirmed,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,7.122605,0.001647,-0.001601,0.0,1.21,0.14,-0.14,0.0,,,,,,,,,,,,,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,,5558.0,70.0,-70.0,0.0,0.86,0.01,-0.01,0.0,0.79,0.03,-0.03,0.0,-0.37,0.05,-0.05,0.0,[Fe/H],182.983,1.608,-1.579
Kepler-764 b,Kepler-764,1,1,1,Transit,2016,Kepler,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,7.33683936,3.735e-05,-3.735e-05,0.0,1.64,0.2,-0.13,0.0,,,,,,,,,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5557.0,132.83,-102.61,0.0,0.89,0.1,-0.07,0.0,0.92,0.05,-0.05,0.0,-0.06,0.145,-0.181,0.0,[Fe/H],1047.84,27.81,-26.44
Kepler-1888 b,Kepler-1888,1,1,1,Transit,2021,Kepler,Published Confirmed,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,11.39169979,,,0.0,1.326,,,0.0,,,,,,,,,,,,,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,5557.0,122.0,-78.0,0.0,1.25,0.21,-0.28,0.0,0.9,0.07,-0.04,0.0,0.0,0.15,-0.15,0.0,[Fe/H],402.947,4.585,-4.485
Kepler-1758 b,Kepler-1758,1,1,1,Transit,2021,Kepler,Published Confirmed,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,9.97721004,,,0.0,2.571,,,0.0,,,,,,,,,,,,,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,5557.0,83.0,-72.0,0.0,1.62,0.25,-0.41,0.0,1.03,0.09,-0.09,0.0,0.16,0.15,-0.1,0.0,[Fe/H],1588.41,75.49,-69.04
Kepler-1437 b,Kepler-1437,1,1,1,Transit,2016,Kepler,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,10.9295461,0.0001172,-0.0001172,0.0,1.37,0.17,-0.13,0.0,,,,,,,,,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5557.0,78.69,-80.38,0.0,0.9,0.11,-0.06,0.0,0.93,0.04,-0.05,0.0,-0.02,0.142,-0.167,0.0,[Fe/H],2101.69,297.13,-233.75
Kepler-1292 b,Kepler-1292,1,1,1,Transit,2016,Kepler,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,3.27646405,1.548e-05,-1.548e-05,0.0,1.82,0.29,-0.14,0.0,,,,,,,,,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5556.0,63.0,-77.3,0.0,0.93,0.14,-0.06,0.0,0.95,0.04,-0.04,0.0,0.08,0.166,-0.158,0.0,[Fe/H],1493.43,102.34,-90.25
Kepler-1012 b,Kepler-1012,1,1,1,Transit,2016,Kepler,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,5.50860439,1.151e-05,-1.151e-05,0.0,1.29,0.08,-0.06,0.0,,,,,,,,,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5556.0,77.89,-67.52,0.0,0.91,0.05,-0.04,0.0,0.95,0.03,-0.04,0.0,0.05,0.109,-0.102,0.0,[Fe/H],411.077,2.349,-2.322
WASP-148 c,WASP-148,1,1,2,Radial Velocity,2020,Haute-Provence Observatory,Published Confirmed,<a refstr=ALMENARA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...663A.134A/abstract target=ref>Almenara et al. 2022</a>,34.524,0.029,-0.029,0.0,,,,,124.58874,7.31005,-8.58137,0.0,124.58874,7.31005,-8.58137,0.0,0.1809,0.018,-0.0072,0.0,<a refstr=ALMENARA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...663A.134A/abstract target=ref>Almenara et al. 2022</a>,,5555.0,90.0,-90.0,0.0,0.91,0.01,-0.01,0.0,0.95,0.03,-0.05,0.0,0.099,0.078,-0.078,0.0,[Fe/H],246.353,1.575,-1.555
WASP-148 b,WASP-148,1,1,2,Transit,2020,SuperWASP-North,Published Confirmed,<a refstr=ALMENARA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...663A.134A/abstract target=ref>Almenara et al. 2022</a>,8.803809,4.3e-05,-4.3e-05,0.0,8.474,0.146,-0.191,0.0,91.21675,6.99222,-5.08525,0.0,91.21675,6.99222,-5.08525,0.0,0.208,0.02,-0.025,0.0,<a refstr=ALMENARA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...663A.134A/abstract target=ref>Almenara et al. 2022</a>,,5555.0,90.0,-90.0,0.0,0.91,0.01,-0.01,0.0,0.95,0.03,-0.05,0.0,0.099,0.078,-0.078,0.0,[Fe/H],246.353,1.575,-1.555
Kepler-271 d,Kepler-271,1,1,3,Transit,2016,Kepler,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,5.24972541,4.062e-05,-4.062e-05,0.0,0.66,0.05,-0.05,0.0,,,,,,,,,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5555.0,60.07,-59.33,0.0,0.87,0.05,-0.04,0.0,0.9,0.04,-0.04,0.0,-0.13,0.121,-0.122,0.0,[Fe/H],404.542,3.848,-3.777
Kepler-271 c,Kepler-271,1,1,3,Transit,2014,Kepler,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,7.41086267,3.305e-05,-3.305e-05,0.0,0.95,0.06,-0.06,0.0,,,,,,,,,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5555.0,60.07,-59.33,0.0,0.87,0.05,-0.04,0.0,0.9,0.04,-0.04,0.0,-0.13,0.121,-0.122,0.0,[Fe/H],404.542,3.848,-3.777
Kepler-271 b,Kepler-271,1,1,3,Transit,2014,Kepler,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,10.43547805,2.7e-05,-2.7e-05,0.0,1.23,0.08,-0.07,0.0,,,,,,,,,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5555.0,60.07,-59.33,0.0,0.87,0.05,-0.04,0.0,0.9,0.04,-0.04,0.0,-0.13,0.121,-0.122,0.0,[Fe/H],404.542,3.848,-3.777
Kepler-244 d,Kepler-244,1,1,3,Transit,2014,Kepler,Published Confirmed,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,20.050401,0.00013,-0.00013,0.0,2.31,0.97,-0.97,0.0,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5554.0,200.0,-200.0,0.0,0.8,0.34,-0.34,0.0,,,,,,,,,,1036.49,36.26,-33.93
Kepler-244 c,Kepler-244,1,1,3,Transit,2014,Kepler,Published Confirmed,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,9.767292,4.6e-05,-4.6e-05,0.0,2.05,0.87,-0.87,0.0,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5554.0,200.0,-200.0,0.0,0.8,0.34,-0.34,0.0,,,,,,,,,,1036.49,36.26,-33.93
Kepler-244 b,Kepler-244,1,1,3,Transit,2014,Kepler,Published Confirmed,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,4.311792,8e-06,-8e-06,0.0,2.76,1.16,-1.16,0.0,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5554.0,200.0,-200.0,0.0,0.8,0.34,-0.34,0.0,,,,,,,,,,1036.49,36.26,-33.93
Kepler-1693 c,Kepler-1693,1,1,2,Transit,2021,Kepler,Published Confirmed,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,5.36370993,,,0.0,0.977,,,0.0,,,,,,,,,,,,,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,5553.0,74.0,-74.0,0.0,1.1,0.16,-0.16,0.0,0.94,0.06,-0.05,0.0,0.16,0.15,-0.15,0.0,[Fe/H],760.065,13.5015,-13.5015
WASP-47 e,WASP-47,1,1,4,Transit,2015,K2,Published Confirmed,<a refstr=BRYANT__AMP__BAYLISS_2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..197B/abstract target=ref>Bryant &amp; Bayliss 2022</a>,0.7895933,4.4e-06,-4.4e-06,0.0,1.808,0.026,-0.026,0.0,6.77,0.57,-0.57,0.0,6.77,0.57,-0.57,0.0,,,,,<a refstr=BRYANT__AMP__BAYLISS_2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..197B/abstract target=ref>Bryant &amp; Bayliss 2022</a>,,5552.0,75.0,-75.0,0.0,1.14,0.01,-0.01,0.0,1.04,0.03,-0.03,0.0,0.38,0.05,-0.05,0.0,[Fe/H],264.78,4.888,-4.716
WASP-47 d,WASP-47,1,1,4,Transit,2015,K2,Published Confirmed,<a refstr=BRYANT__AMP__BAYLISS_2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..197B/abstract target=ref>Bryant &amp; Bayliss 2022</a>,9.03055,8e-05,-8e-05,0.0,3.567,0.045,-0.045,0.0,14.2,1.3,-1.3,0.0,14.2,1.3,-1.3,0.0,0.01,0.011,-0.007,0.0,<a refstr=BRYANT__AMP__BAYLISS_2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..197B/abstract target=ref>Bryant &amp; Bayliss 2022</a>,,5552.0,75.0,-75.0,0.0,1.14,0.01,-0.01,0.0,1.04,0.03,-0.03,0.0,0.38,0.05,-0.05,0.0,[Fe/H],264.78,4.888,-4.716
WASP-47 c,WASP-47,1,1,4,Radial Velocity,2015,La Silla Observatory,Published Confirmed,<a refstr=BRYANT__AMP__BAYLISS_2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..197B/abstract target=ref>Bryant &amp; Bayliss 2022</a>,588.8,2.0,-2.0,0.0,,,,,,,,,398.9,9.1,-9.1,0.0,0.295,0.016,-0.016,0.0,<a refstr=BRYANT__AMP__BAYLISS_2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..197B/abstract target=ref>Bryant &amp; Bayliss 2022</a>,,5552.0,75.0,-75.0,0.0,1.14,0.01,-0.01,0.0,1.04,0.03,-0.03,0.0,0.38,0.05,-0.05,0.0,[Fe/H],264.78,4.888,-4.716
WASP-47 b,WASP-47,1,1,4,Transit,2012,SuperWASP,Published Confirmed,<a refstr=BRYANT__AMP__BAYLISS_2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..197B/abstract target=ref>Bryant &amp; Bayliss 2022</a>,4.1591492,6e-07,-6e-07,0.0,12.64,0.15,-0.15,0.0,363.6,7.3,-7.3,0.0,363.6,7.3,-7.3,0.0,,,,,<a refstr=BRYANT__AMP__BAYLISS_2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..197B/abstract target=ref>Bryant &amp; Bayliss 2022</a>,,5552.0,75.0,-75.0,0.0,1.14,0.01,-0.01,0.0,1.04,0.03,-0.03,0.0,0.38,0.05,-0.05,0.0,[Fe/H],264.78,4.888,-4.716
Kepler-256 e,Kepler-256,1,1,4,Transit,2014,Kepler,Published Confirmed,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,10.681572,6.6e-05,-6.6e-05,0.0,2.35,0.58,-0.58,0.0,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5551.0,111.0,-111.0,0.0,1.3,0.32,-0.32,0.0,,,,,,,,,,1026.43,24.19,-23.11
Kepler-256 d,Kepler-256,1,1,4,Transit,2014,Kepler,Published Confirmed,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,5.839172,3.1e-05,-3.1e-05,0.0,2.48,0.63,-0.63,0.0,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5551.0,111.0,-111.0,0.0,1.3,0.32,-0.32,0.0,,,,,,,,,,1026.43,24.19,-23.11
Kepler-256 c,Kepler-256,1,1,4,Transit,2014,Kepler,Published Confirmed,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,3.38802,1.6e-05,-1.6e-05,0.0,2.15,0.53,-0.53,0.0,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5551.0,111.0,-111.0,0.0,1.3,0.32,-0.32,0.0,,,,,,,,,,1026.43,24.19,-23.11
