pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,sy_dist,sy_disterr1,sy_disterr2
HAT-P-69 b,HAT-P-69,1,1,1,Transit,2019,HATNet,Published Confirmed,<a refstr=ZHOU_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..141Z/abstract target=ref>Zhou et al. 2019</a>,4.7869491,1.8e-06,-2.1e-06,0.0,18.786,0.572,-0.37,0.0,1137.8314,184.3414,-184.3414,0.0,1137.8314,184.3414,-184.3414,0.0,0.0,,,0.0,<a refstr=ZHOU_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..141Z/abstract target=ref>Zhou et al. 2019</a>,,7394.0,360.0,-600.0,0.0,1.93,0.06,-0.03,0.0,1.65,0.06,-0.03,0.0,-0.069,0.058,-0.075,0.0,[Fe/H],341.263,5.116,-4.969
TOI-2497 b,TOI-2497,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,<a refstr=RODRIGUEZ_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp..609R/abstract target=ref>Rodriguez et al. 2023</a>,10.655669,3.8e-05,-3.8e-05,0.0,11.142,0.616,-0.549,0.0,1531.93292,130.30965,-130.30965,0.0,1531.93292,130.30965,-130.30965,0.0,0.195,0.043,-0.04,0.0,<a refstr=RODRIGUEZ_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp..609R/abstract target=ref>Rodriguez et al. 2023</a>,,7360.0,320.0,-300.0,0.0,2.36,0.12,-0.11,0.0,1.86,0.09,-0.08,0.0,0.094,0.076,-0.072,0.0,[Fe/H],285.289,3.564,-3.479
TOI-1518 b,TOI-1518,1,1,1,Transit,2021,Multiple Observatories,Published Confirmed,<a refstr=CABOT_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..218C/abstract target=ref>Cabot et al. 2021</a>,1.902603,1.1e-05,-1.1e-05,0.0,21.017,0.594,-0.594,0.0,731.00534,,,1.0,731.00534,,,1.0,0.01,,,1.0,<a refstr=CABOT_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..218C/abstract target=ref>Cabot et al. 2021</a>,F0,7300.0,100.0,-100.0,0.0,1.95,0.05,-0.05,0.0,1.79,0.26,-0.26,0.0,-0.1,0.12,-0.12,0.0,[Fe/H],225.888,1.69,-1.666
HATS-58 A b,HATS-58 A,1,2,1,Transit,2019,HATSouth,Published Confirmed,<a refstr=ESPINOZA_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158...63E/abstract target=ref>Espinoza et al. 2019</a>,4.2180896,8.9e-06,-8.9e-06,0.0,12.274,0.695,-0.695,0.0,327.3649,73.1009,-73.1009,0.0,327.3649,73.1009,-73.1009,0.0,0.168,,,1.0,<a refstr=ESPINOZA_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158...63E/abstract target=ref>Espinoza et al. 2019</a>,,7175.0,54.0,-54.0,0.0,1.43,0.06,-0.06,0.0,1.46,0.04,-0.04,0.0,,,,,,403.591,,
K2-52 b,K2-52,1,1,1,Transit,2016,K2,Published Confirmed,<a refstr=LIVINGSTON_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..102L/abstract target=ref>Livingston et al. 2019</a>,3.535055,1.7e-05,-1.6e-05,0.0,18.0,2.2,-2.2,0.0,,,,,,,,,,,,,<a refstr=LIVINGSTON_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..102L/abstract target=ref>Livingston et al. 2019</a>,,7147.0,483.0,-506.0,0.0,2.19,0.28,-0.23,0.0,1.69,0.16,-0.14,0.0,0.055,0.154,-0.139,0.0,[Fe/H],1038.41,71.37,-62.873
Kepler-516 b,Kepler-516,1,1,1,Transit,2016,Kepler,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,24.85462415,2.819e-05,-2.819e-05,0.0,5.74,1.43,-1.16,0.0,,,,,,,,,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,7099.0,172.5,-234.72,0.0,2.02,0.5,-0.41,0.0,1.62,0.18,-0.17,0.0,0.01,0.157,-0.159,0.0,[Fe/H],687.094,14.115,-13.567
KIC 7917485 b,KIC 7917485,1,1,1,Pulsation Timing Variations,2016,Kepler,Published Confirmed,<a refstr=MURPHY_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...827L..17M/abstract target=ref>Murphy et al. 2016</a>,840.0,22.0,-20.0,0.0,,,,,,,,,3750.394,254.264,-190.698,0.0,0.15,0.13,-0.1,0.0,<a refstr=MURPHY_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...827L..17M/abstract target=ref>Murphy et al. 2016</a>,A,7067.0,192.0,-192.0,0.0,,,,,1.63,0.15,-0.12,0.0,-0.02,0.15,-0.15,0.0,[Fe/H],1382.89,38.38,-36.4
Kepler-1171 b,Kepler-1171,1,1,1,Transit,2016,Kepler,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,1.44259224,2.19e-06,-2.19e-06,0.0,2.56,0.68,-0.5,0.0,,,,,,,,,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,7044.0,277.69,-199.09,0.0,1.95,0.51,-0.38,0.0,1.58,0.18,-0.17,0.0,-0.01,0.152,-0.175,0.0,[Fe/H],573.0,10.102,-9.765
Kepler-1517 b,Kepler-1517,1,1,1,Transit,2016,Kepler,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,5.54608367,7.09e-06,-7.09e-06,0.0,9.76,2.79,-1.93,0.0,,,,,,,,,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,7010.0,117.01,-113.2,0.0,1.95,0.53,-0.37,0.0,1.58,0.18,-0.15,0.0,0.01,0.144,-0.152,0.0,[Fe/H],847.299,14.504,-14.033
Kepler-959 b,Kepler-959,1,1,1,Transit,2016,Kepler,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,14.80074836,4.706e-05,-4.706e-05,0.0,4.38,1.21,-0.87,0.0,,,,,,,,,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,7005.0,193.26,-159.47,0.0,2.01,0.55,-0.4,0.0,1.6,0.19,-0.17,0.0,0.02,0.141,-0.154,0.0,[Fe/H],807.729,14.099,-13.631
WASP-167 b,WASP-167,1,1,1,Transit,2017,Multiple Observatories,Published Confirmed,<a refstr=TEMPLE_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.471.2743T/abstract target=ref>Temple et al. 2017</a>,2.0219596,6e-07,-6e-07,0.0,17.71,0.56,-0.56,0.0,2542.64,,,1.0,2542.64,,,1.0,,,,,<a refstr=TEMPLE_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.471.2743T/abstract target=ref>Temple et al. 2017</a>,F1 V,7000.0,250.0,-250.0,0.0,1.79,0.05,-0.05,0.0,1.59,0.08,-0.08,0.0,0.1,0.1,-0.1,0.0,[Fe/H],423.552,10.91,-10.385
GPX-1 b,GPX-1,1,1,1,Transit,2021,Acton Sky Portal Observatory,Published Confirmed,<a refstr=BENNI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.505.4956B/abstract target=ref>Benni et al. 2021</a>,1.744579,8e-06,-8e-06,0.0,16.477,1.121,-1.121,0.0,6261.21962,508.52545,-508.52545,0.0,6261.21962,508.52545,-508.52545,0.0,0.0,,,0.0,<a refstr=BENNI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.505.4956B/abstract target=ref>Benni et al. 2021</a>,F2,7000.0,200.0,-200.0,0.0,1.56,0.1,-0.1,0.0,1.68,0.1,-0.1,0.0,0.35,0.1,-0.1,0.0,[Fe/H],655.013,17.102,-16.269
OGLE2-TR-L9 b,OGLE2-TR-L9,1,1,1,Transit,2008,OGLE,Published Confirmed,<a refstr=SNELLEN_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...497..545S/abstract target=ref> Snellen et al. 2009 </a>,2.4855335,7e-07,-7e-07,0.0,18.046,0.448,-0.448,0.0,1430.175,476.725,-476.725,0.0,1430.175,476.725,-476.725,0.0,,,,,<a refstr=SNELLEN_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...497..545S/abstract target=ref> Snellen et al. 2009 </a>,,6933.0,58.0,,0.0,1.53,0.04,,0.0,1.52,0.08,,0.0,,,,,,1627.63,80.28,-73.2
WASP-172 b,WASP-172,1,1,1,Transit,2018,SuperWASP-South,Published Confirmed,<a refstr=HELLIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.482.1379H/abstract target=ref>Hellier et al. 2019</a>,5.477433,7e-06,-7e-06,0.0,17.598,1.121,-1.121,0.0,149.3801,31.783,-31.783,0.0,149.3801,31.783,-31.783,0.0,0.0,,,0.0,<a refstr=HELLIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.482.1379H/abstract target=ref>Hellier et al. 2019</a>,F1 V,6900.0,140.0,-140.0,0.0,1.91,0.1,-0.1,0.0,1.49,0.07,-0.07,0.0,-0.1,0.08,-0.08,0.0,,538.11,15.269,-14.463
WASP-100 b,WASP-100,1,2,1,Transit,2014,SuperWASP,Published Confirmed,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,2.84938,8e-06,-8e-06,0.0,14.908,1.569,-1.569,0.0,400.4658,143.0235,-143.0235,0.0,400.4658,143.0235,-143.0235,0.0,0.0,,,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,6900.0,120.0,-120.0,0.0,1.57,0.16,-0.16,0.0,0.77,0.42,-0.42,0.0,-0.03,,,0.0,[Fe/H],364.411,2.749,-2.709
Kepler-880 c,Kepler-880,1,1,2,Transit,2023,Kepler,Kepler Project Candidate (q1_q17_dr25_koi),<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,11.8061737,0.0001518,-0.0001518,0.0,2.87,0.58,-0.94,0.0,,,,,,,,,0.0,,,0.0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,6900.0,184.0,-204.0,0.0,2.6,0.52,-0.85,0.0,1.71,0.17,-0.32,0.0,0.0,0.25,-0.3,0.0,[Fe/H],601.324,8.299,-8.079001
Kepler-1518 b,Kepler-1518,1,1,2,Transit,2016,Kepler,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,5.11177904,5.083e-05,-5.083e-05,0.0,3.05,0.92,-0.63,0.0,,,,,,,,,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6846.0,320.29,-290.12,0.0,1.88,0.61,-0.38,0.0,1.54,0.21,-0.18,0.0,0.06,0.148,-0.165,0.0,[Fe/H],903.51,12.124,-11.812
Kepler-1626 b,Kepler-1626,1,1,1,Transit,2016,Kepler,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,4.13962966,2.851e-05,-2.851e-05,0.0,2.02,0.66,-0.43,0.0,,,,,,,,,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6826.0,286.4,-316.8,0.0,1.85,0.6,-0.39,0.0,1.51,0.21,-0.2,0.0,0.04,0.127,-0.147,0.0,[Fe/H],1368.83,33.97,-32.39
HAT-P-49 b,HAT-P-49,1,1,1,Transit,2014,HATNet,Published Confirmed,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,2.69155,6e-06,-6e-06,0.0,17.822,2.018,-2.018,0.0,699.226,187.5197,-187.5197,0.0,699.226,187.5197,-187.5197,0.0,0.0,,,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,6820.0,52.0,-52.0,0.0,2.06,0.23,-0.23,0.0,2.22,0.83,-0.83,0.0,0.07,,,0.0,[Fe/H],350.351,3.552,-3.482
Kepler-1137 b,Kepler-1137,1,1,1,Transit,2016,Kepler,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,23.9210791,0.0001379,-0.0001379,0.0,2.2,0.83,-0.4,0.0,,,,,,,,,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6807.0,117.84,-120.35,0.0,1.84,0.69,-0.33,0.0,1.5,0.23,-0.14,0.0,0.05,0.126,-0.157,0.0,[Fe/H],921.778,18.971,-18.234
Kepler-1364 b,Kepler-1364,1,1,1,Transit,2016,Kepler,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,13.32196237,8.114e-05,-8.114e-05,0.0,2.15,0.8,-0.39,0.0,,,,,,,,,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6805.0,136.21,-160.28,0.0,1.79,0.62,-0.31,0.0,1.49,0.21,-0.14,0.0,0.04,0.131,-0.148,0.0,[Fe/H],1056.9,,
HD 2685 b,HD 2685,1,1,1,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,<a refstr=JONES_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...625A..16J/abstract target=ref>Jones et al. 2019</a>,4.12688,5e-05,-4e-05,0.0,16.141,0.56,-0.56,0.0,371.8611,38.1396,-38.1396,0.0,371.8611,38.1396,-38.1396,0.0,0.091,0.039,-0.047,0.0,<a refstr=JONES_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...625A..16J/abstract target=ref>Jones et al. 2019</a>,,6801.0,76.0,-76.0,0.0,1.56,0.05,-0.05,0.0,1.43,0.05,-0.04,0.0,0.02,0.06,-0.06,0.0,[Fe/H],196.852,0.777,-0.771
Kepler-1360 b,Kepler-1360,1,1,1,Transit,2016,Kepler,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,40.5286413,0.0003328,-0.0003328,0.0,3.4,1.17,-0.76,0.0,,,,,,,,,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6778.0,324.31,-343.47,0.0,1.83,0.63,-0.41,0.0,1.51,0.23,-0.21,0.0,0.06,0.141,-0.16,0.0,[Fe/H],1516.27,36.295,-36.295
K2-63 c,K2-63,1,1,2,Transit,2016,K2,Published Confirmed,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,25.4556,0.0047,-0.0047,0.0,3.9,1.2,-1.2,0.0,,,,,,,,,,,,,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,6771.0,303.0,-303.0,0.0,1.63,0.48,-0.48,0.0,1.4,0.25,-0.25,0.0,,,,,,517.534,22.291,-20.551
K2-63 b,K2-63,1,1,2,Transit,2016,K2,Published Confirmed,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,20.257,0.0072,-0.0072,0.0,3.22,0.99,-0.99,0.0,,,,,,,,,,,,,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,6771.0,303.0,-303.0,0.0,1.63,0.48,-0.48,0.0,1.4,0.25,-0.25,0.0,,,,,,517.534,22.291,-20.551
Kepler-1015 b,Kepler-1015,1,1,1,Transit,2016,Kepler,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,16.00494214,4.175e-05,-4.175e-05,0.0,3.55,1.32,-0.66,0.0,,,,,,,,,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6769.0,136.36,-197.14,0.0,1.81,0.67,-0.34,0.0,1.49,0.22,-0.15,0.0,0.06,0.134,-0.151,0.0,[Fe/H],739.357,14.788,-14.228
KELT-7 b,KELT-7,1,1,1,Transit,2015,KELT,Published Confirmed,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,2.73477,4e-06,-4e-06,0.0,17.934,0.673,-0.673,0.0,441.7837,69.9226,-69.9226,0.0,441.7837,69.9226,-69.9226,0.0,0.0,,,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,6768.0,7.0,-7.0,0.0,1.81,0.07,-0.07,0.0,1.76,0.25,-0.25,0.0,0.0,,,0.0,[Fe/H],136.681,0.938,-0.924
Kepler-880 b,Kepler-880,1,1,2,Transit,2016,Kepler,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,7.71468975,1.918e-05,-1.918e-05,0.0,2.66,1.05,-0.44,0.0,,,,,,,,,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6761.0,98.88,-97.72,0.0,1.74,0.69,-0.29,0.0,1.46,0.23,-0.13,0.0,0.03,0.123,-0.176,0.0,[Fe/H],601.324,8.299,-8.079001
Kepler-812 b,Kepler-812,1,1,1,Transit,2016,Kepler,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,10.11716531,2.533e-05,-2.533e-05,0.0,3.55,1.35,-0.68,0.0,,,,,,,,,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6761.0,124.82,-102.89,0.0,1.71,0.64,-0.26,0.0,1.45,0.21,-0.14,0.0,0.02,0.128,-0.169,0.0,[Fe/H],1482.74,35.23,-35.23
Kepler-644 b,Kepler-644,1,1,1,Transit,2016,Kepler,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,3.1739171,4.23e-06,-4.23e-06,0.0,3.15,1.16,-0.61,0.0,,,,,,,,,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6747.0,156.03,-238.58,0.0,1.81,0.67,-0.35,0.0,1.49,0.22,-0.17,0.0,0.08,0.14,-0.149,0.0,[Fe/H],1318.05,36.985,-36.985
K2-278 b,K2-278,1,1,1,Transit,2018,K2,Published Confirmed,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,3.334966,0.000701,-0.000859,0.0,2.98,0.23,-0.23,0.0,,,,,,,,,,,,,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,,6747.0,383.0,-383.0,0.0,1.61,0.05,-0.05,0.0,1.4,0.08,-0.08,0.0,0.0,0.17,-0.17,0.0,[Fe/H],786.439,16.395,-15.751
CoRoT-3 b,CoRoT-3,1,1,1,Transit,2008,CoRoT,Published Confirmed,<a refstr=DELEUIL_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008A&A...491..889D/abstract target=ref> Deleuil et al. 2008 </a>,4.2568,5e-06,-5e-06,0.0,11.32,0.78,-0.78,0.0,6883.91,317.8,-317.8,0.0,6883.91,317.8,-317.8,0.0,0.0,,,0.0,<a refstr=DELEUIL_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008A&A...491..889D/abstract target=ref> Deleuil et al. 2008 </a>,F3 V,6740.0,140.0,-140.0,0.0,1.56,0.09,-0.09,0.0,1.37,0.09,-0.09,0.0,,,,,,768.771,30.791,-28.545
Kepler-471 b,Kepler-471,1,1,1,Transit,2016,Kepler,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,5.01423457,5.9e-07,-5.9e-07,0.0,14.96,5.42,-2.96,0.0,,,,,,,,,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6733.0,288.74,-288.8,0.0,1.8,0.65,-0.36,0.0,1.49,0.22,-0.18,0.0,0.07,0.144,-0.156,0.0,[Fe/H],1249.41,24.04,-23.18
CoRoT-36 b,CoRoT-36,1,1,1,Transit,2022,CoRoT,Published Confirmed,<a refstr=SEBASTIAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220708742S/abstract target=ref>Sebastian et al. 2022</a>,5.616531,2.3e-05,-2.3e-05,0.0,15.805,1.569,-1.569,0.0,216.12332,149.37935,-136.66622,1.0,216.12332,149.37935,-136.66622,1.0,0.0,,,0.0,<a refstr=SEBASTIAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220708742S/abstract target=ref>Sebastian et al. 2022</a>,F3 V,6730.0,140.0,-140.0,0.0,1.52,0.2,-0.1,0.0,1.32,0.09,-0.09,0.0,-0.1,0.1,-0.1,0.0,[Fe/H],925.958,27.796,-26.247
Kepler-1326 b,Kepler-1326,1,1,1,Transit,2016,Kepler,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,42.3514267,0.0001372,-0.0001372,0.0,4.18,1.51,-0.76,0.0,,,,,,,,,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6725.0,280.9,-196.41,0.0,1.74,0.63,-0.32,0.0,1.45,0.21,-0.16,0.0,0.02,0.129,-0.168,0.0,[Fe/H],698.326,16.614,-15.873
XO-6 b,XO-6,1,1,1,Transit,2016,XO,Published Confirmed,<a refstr=CROUZET_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153...94C/abstract target=ref>Crouzet et al. 2017</a>,3.7650007,8.1e-06,-8.1e-06,0.0,23.203,2.466,-2.466,0.0,1398.452,,,1.0,1398.452,,,1.0,0.0,,,0.0,<a refstr=CROUZET_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153...94C/abstract target=ref>Crouzet et al. 2017</a>,F5,6720.0,100.0,-100.0,0.0,1.93,0.18,-0.18,0.0,1.47,0.06,-0.06,0.0,-0.07,0.1,-0.1,0.0,[Fe/H],235.479,2.443,-2.393
Kepler-1375 b,Kepler-1375,1,1,1,Transit,2016,Kepler,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,3.3004192,1.505e-05,-1.505e-05,0.0,1.74,0.68,-0.34,0.0,,,,,,,,,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6704.0,142.25,-207.96,0.0,1.78,0.69,-0.34,0.0,1.47,0.22,-0.16,0.0,0.09,0.137,-0.143,0.0,[Fe/H],1430.84,32.46,-32.46
WASP-93 b,WASP-93,1,1,1,Transit,2016,SuperWASP,Published Confirmed,<a refstr=HAY_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.463.3276H/abstract target=ref>Hay et al. 2016</a>,2.7325321,2e-06,-2e-06,0.0,17.901,0.863,-0.863,0.0,467.2101,92.1707,-92.1707,0.0,467.2101,92.1707,-92.1707,0.0,0.0,,,0.0,<a refstr=HAY_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.463.3276H/abstract target=ref>Hay et al. 2016</a>,F4,6700.0,100.0,-100.0,0.0,1.52,0.04,-0.04,0.0,1.33,0.03,-0.03,0.0,0.07,0.17,-0.17,0.0,[Fe/H],370.284,7.938,-7.617
