JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2455901.65924,18.561,0.092,,R,SRIC,,000-BJV-796,000-BJV-797,5296LGC," 	Mag by psf using daophot ",0,1.011,Z,14.764,14.842,,M31_V1,AAVSO,STD,,,,
2455902.59914,18.042,0.174,,R,SRIC,,000-BJV-796,000-BJV-797,5296LGC,,0,1.011,Z,14.757,14.831,,M31_V1,AAVSO,STD,,,,
2455903.630937,18.779,0.010,,R,GFB,,ENSEMBLE,162,2576SL,,0,1.005,Z,,15.678,,M31_V1,CBA,STD,,,,
2455904.630648,18.850,0.022,,R,GFB,,ENSEMBLE,162,2576SL,,0,1.004,Z,,15.687,,M31_V1,CBA,STD,,,,
2455905.745694,18.870,0.027,,R,GFB,,ENSEMBLE,162,2576SL,,0,1.131,Z,,15.671,,M31_V1,CBA,STD,,,,
2455913.695637,19.110,0.019,,R,GFB,,ENSEMBLE,162,2576SL,,0,1.066,Z,,15.666,,M31_V1,CBA,STD,,,,
2455916.659097,19.472,0.020,,R,GFB,,ENSEMBLE,162,2576SL,,0,1.024,Z,,15.676,,M31_V1,CBA,STD,,,,
2455920.662419,19.400,0.017,,R,GFB,,ENSEMBLE,162,2576SL,,0,1.042,Z,,15.680,,M31_V1,CBA,STD,,,,
2455930.581818,18.359,0.130,,R,SRIC,,ENSEMBLE,000-BJV-796,,,0,1.003,Z,,15.653,,M31_V1,AAVSO,STD,1,,,
2455930.663414,19.151,0.016,,R,GFB,,ENSEMBLE,162,2576SL,,0,1.095,Z,,15.676,,M31_V1,CBA,STD,,,,
2455931.653900,18.748,0.040,,R,GFB,,ENSEMBLE,162,2576SL,,0,1.080,Z,,15.648,,M31_V1,CBA,STD,,,,
2455931.694275,18.151,0.130,,R,SRIC,,ENSEMBLE,000-BJV-796,6071FSV,,0,1.205,Z,,15.641,,M31_V1,AAVSO,STD,1,,,
2455932.651018,18.604,0.031,,R,GFB,,ENSEMBLE,162,2576SL,,0,1.080,Z,,15.677,,M31_V1,CBA,STD,,,,
2455933.648565,18.698,0.015,,R,GFB,,ENSEMBLE,162,2576SL,,0,1.080,Z,,15.670,,M31_V1,CBA,STD,,,,
2455934.594551,18.107,0.103,,R,SRIC,,ENSEMBLE,000-BJV-796,6071FSV,,0,1.011,Z,,15.720,,M31_V1,AAVSO,STD,1,,,
2455936.598787,18.360,0.130,,R,SRIC,,ENSEMBLE,000-BJV-796,,,0,1.016,Z,,15.636,,M31_V1,AAVSO,STD,1,,,
2455937.63791,18.256,.058,,R,CTX,,000-BJV-798,000-BJV-800,5660eip,,0,1.056,Z,15.788,15.257,,M31_V1,AAVSO,STD,,,,
2455938.602006,18.376,0.109,,R,SRIC,,ENSEMBLE,000-BJV-796,6076BYJ,,0,1.022,Z,,15.623,,M31_V1,AAVSO,STD,1,,,
2455938.650370,18.556,0.021,,R,GFB,,ENSEMBLE,162,2576SL,,0,1.117,Z,,15.669,,M31_V1,CBA,STD,,,,
2455941.668333,18.767,0.029,,R,GFB,,ENSEMBLE,162,2576SL,,0,1.199,Z,,15.682,,M31_V1,CBA,STD,,,,
2455954.667037,19.575,0.033,,R,GFB,,ENSEMBLE,162,2576SL,,0,1.356,Z,,15.662,,M31_V1,CBA,STD,,,,
2455955.681979,19.966,0.022,,R,GFB,,ENSEMBLE,162,2576SL,,0,1.468,Z,,15.654,,M31_V1,CBA,STD,,,,
2455961.667106,19.428,0.027,,R,GFB,,ENSEMBLE,162,2576SL,,0,1.478,Z,,15.672,,M31_V1,CBA,STD,,,,
2455962.666817,18.678,0.026,,R,GFB,,ENSEMBLE,162,2576SL,,0,1.496,Z,,15.660,,M31_V1,CBA,STD,,,,
2455965.529421,18.218,0.028,,R,CMJA,,000-BJV-795,000-BJV-798,3279BIH,,0,1.287,Z,13.393,13.651,,M31_V1,,STD,,,,
2455966.546644,18.224,0.037,,R,CMJA,,000-BJV-795,000-BJV-798,3279BIH,,0,1.389,Z,13.790,14.064,,M31_V1,,STD,,,,
2455966.673843,18.626,0.014,,R,GFB,,ENSEMBLE,162,2576SL,,0,1.647,Z,,15.661,,M31_V1,CBA,STD,,,,
2455967.567465,18.431,0.110,,R,CMJA,,000-BJV-795,000-BJV-798,3279BIH,,0,1.545,Z,14.241,14.536,,M31_V1,,STD,,,,
2455969.597951,18.310,0.066,,R,CMJA,,000-BJV-795,000-BJV-798,3279BIH,,0,1.891,Z,14.007,14.316,,M31_V1,,STD,,,,
2455971.530799,18.251,0.048,,R,CMJA,,000-BJV-795,000-BJV-798,3279BIH,,0,1.377,Z,13.976,14.220,,M31_V1,,STD,,,,
2455971.668843,18.829,0.014,,R,GFB,,ENSEMBLE,162,2576SL,,0,1.733,Z,,15.661,,M31_V1,CBA,STD,,,,
2455975.587917,18.484,0.065,,R,CMJA,,000-BJV-795,000-BJV-798,3279BIH,,0,1.971,Z,14.106,14.396,,M31_V1,,STD,,,,
2455978.546701,18.979,0.087,,R,CMJA,,000-BJV-795,000-BJV-798,3279BIH,,0,1.620,Z,13.776,14.051,,M31_V1,,STD,,,,
2455983.605231,18.758,0.149,,R,CMJA,,000-BJV-795,000-BJV-798,3279BIH,,0,2.604,Z,14.508,14.854,,M31_V1,,STD,,,,
2455989.640220,19.361,0.022,,R,GFB,,ENSEMBLE,162,2576SL,,0,1.987,Z,,15.683,,M31_V1,CBA,STD,,,,
2455990.671458,19.752,0.018,,R,GFB,,ENSEMBLE,162,2576SL,,0,2.641,Z,,15.675,,M31_V1,CBA,STD,,,,
2455991.669190,19.651,0.034,,R,GFB,,ENSEMBLE,162,2576SL,,0,2.653,Z,,15.668,,M31_V1,CBA,STD,,,,
2455992.540752,18.694,0.082,,R,CMJA,,000-BJV-795,000-BJV-798,3279BIH,,0,1.961,Z,13.846,14.115,,M31_V1,,STD,,,,
2455992.667083,19.585,0.028,,R,GFB,,ENSEMBLE,162,2576SL,,0,2.669,Z,,15.686,,M31_V1,CBA,STD,,,,
2455994.661528,18.949,0.030,,R,GFB,,ENSEMBLE,162,2576SL,,0,2.667,Z,,15.652,,M31_V1,CBA,STD,,,,
2455995.658148,18.919,0.052,,R,GFB,,ENSEMBLE,162,2576SL,,0,2.650,Z,,15.628,,M31_V1,CBA,STD,,,,
2455996.670081,18.867,0.070,,R,GFB,,ENSEMBLE,162,2576SL,,0,3.088,Z,,15.639,,M31_V1,CBA,STD,,,,
2455997.650776,18.936,0.034,,R,GFB,,ENSEMBLE,162,2576SL,,0,2.602,Z,,15.667,,M31_V1,CBA,STD,,,,
2456085.872863,19.084,0.145,,V,SRIC,,ENSEMBLE,000-BJV-796,120606,,0,2.730,Z,,16.023,,M31_V1,AAVSO,STD,1,,,
2456091.939919,18.848,0.022,,V,GFB,,ENSEMBLE,162,2576SL,,0,1.631,Z,,16.177,,M31_V1,CBA,STD,,,,
2456093.940556,18.986,0.020,,V,GFB,,ENSEMBLE,162,2576SL,,0,1.577,Z,,16.183,,M31_V1,CBA,STD,,,,
2456094.936597,19.063,0.042,,V,GFB,,ENSEMBLE,162,2576SL,,0,1.588,Z,,16.183,,M31_V1,CBA,STD,,,,
2456096.941701,19.134,0.026,,V,GFB,,ENSEMBLE,162,2576SL,,0,1.502,Z,,16.187,,M31_V1,CBA,STD,,,,
2456097.937662,18.947,0.027,,V,GFB,,ENSEMBLE,162,2576SL,,0,1.512,Z,,16.194,,M31_V1,CBA,STD,,,,
2456098.941458,19.239,0.031,,V,GFB,,ENSEMBLE,162,2576SL,,0,1.465,Z,,16.190,,M31_V1,CBA,STD,,,,
2456099.939306,19.004,0.027,,V,GFB,,ENSEMBLE,162,2576SL,,0,1.461,Z,,16.195,,M31_V1,CBA,STD,,,,
2456100.936620,19.107,0.025,,V,GFB,,ENSEMBLE,162,2576SL,,0,1.460,Z,,16.189,,M31_V1,CBA,STD,,,,
2456102.938299,19.175,0.017,,V,GFB,,ENSEMBLE,162,2576SL,,0,1.413,Z,,16.200,,M31_V1,CBA,STD,,,,
2456103.936713,19.221,0.020,,V,GFB,,ENSEMBLE,162,2576SL,,0,1.405,Z,,16.188,,M31_V1,CBA,STD,,,,
2456104.937037,19.384,0.049,,V,GFB,,ENSEMBLE,162,2576SL,,0,1.387,Z,,16.199,,M31_V1,CBA,STD,,,,
2456112.918762,20.072,0.034,,V,GFB,,ENSEMBLE,162,2576SL,,0,1.366,Z,,16.173,,M31_V1,CBA,STD,,,,
2456113.918958,19.880,0.042,,V,GFB,,ENSEMBLE,162,2576SL,,0,1.349,Z,,16.194,,M31_V1,CBA,STD,,,,
2456115.919132,19.849,0.021,,V,GFB,,ENSEMBLE,162,2576SL,,0,1.319,Z,,16.179,,M31_V1,CBA,STD,,,,
2456122.964363,18.595,0.032,,V,GFB,,ENSEMBLE,162,2576SL,,0,1.090,Z,,16.200,,M31_V1,CBA,STD,,,,
2456129.960069,19.119,0.018,,V,GFB,,ENSEMBLE,162,2576SL,,0,1.061,Z,,16.189,,M31_V1,CBA,STD,,,,
2456130.964826,19.033,0.027,,V,GFB,,ENSEMBLE,162,2576SL,,0,1.048,Z,,16.189,,M31_V1,CBA,STD,,,,
2456132.939850,18.994,0.080,,V,GFB,,ENSEMBLE,162,2576SL,,0,1.084,Z,,16.191,,M31_V1,CBA,STD,,,,
2456145.957396,19.585,0.020,,V,GFB,,ENSEMBLE,162,2576SL,,0,1.011,Z,,16.170,,M31_V1,CBA,STD,,,,
2456146.959051,19.834,0.030,,V,GFB,,ENSEMBLE,162,2576SL,,0,1.008,Z,,16.192,,M31_V1,CBA,STD,,,,
2456160.77589,18.358,0.14,,V,SSTB,,000-BJV-798,000-BJV-800,9293E,,0,1.540,Z,15.804,16.112,,M31_V1,,STD,,,,
2456161.79002,18.380,0.005,,V,SSTB,,000-BJV-798,000-BJV-800,9293E,,0,1.418,Z,15.714,16.015,,M31_V1,,STD,,,,
2456163.74923,18.317,0.003,,V,SSTB,,000-BJV-798,000-BJV-800,9293E,,0,1.708,Z,15.711,16.046,,M31_V1,,STD,,,,
2456166.948866,19.316,0.165,,V,GFB,,ENSEMBLE,162,2576SL,,0,1.005,Z,,16.191,,M31_V1,CBA,STD,,,,
2456167.935174,19.184,0.137,,V,GFB,,ENSEMBLE,162,2576SL,,0,1.002,Z,,16.180,,M31_V1,CBA,STD,,,,
2456171.936817,19.936,0.033,,V,GFB,,ENSEMBLE,162,2576SL,,0,1.006,Z,,16.185,,M31_V1,CBA,STD,,,,
2456172.713727,19.709,0.022,,V,GFB,,ENSEMBLE,162,2576SL,,0,1.679,Z,,16.180,,M31_V1,CBA,STD,,,,
2456173.717581,19.753,0.033,,V,GFB,,ENSEMBLE,162,2576SL,,0,1.617,Z,,16.177,,M31_V1,CBA,STD,,,,
2456174.690903,19.762,0.042,,V,GFB,,ENSEMBLE,162,2576SL,,0,1.873,Z,,16.177,,M31_V1,CBA,STD,,,,
2456175.690799,19.800,0.036,,V,GFB,,ENSEMBLE,162,2576SL,,0,1.841,Z,,16.188,,M31_V1,CBA,STD,,,,
2456177.718519,19.807,0.024,,V,GFB,,ENSEMBLE,162,2576SL,,0,1.518,Z,,16.189,,M31_V1,CBA,STD,,,,
2456178.706562,19.959,0.026,,V,GFB,,ENSEMBLE,162,2576SL,,0,1.593,Z,,16.195,,M31_V1,CBA,STD,,,,
2456179.707431,19.823,0.027,,V,GFB,,ENSEMBLE,162,2576SL,,0,1.563,Z,,16.185,,M31_V1,CBA,STD,,,,
2456184.699861,18.647,0.039,,V,GFB,,ENSEMBLE,162,2576SL,,0,1.514,Z,,16.196,,M31_V1,CBA,STD,,,,
2456185.701620,18.728,0.023,,V,GFB,,ENSEMBLE,162,2576SL,,0,1.481,Z,,16.192,,M31_V1,CBA,STD,,,,
2456186.701424,18.808,0.036,,V,GFB,,ENSEMBLE,162,2576SL,,0,1.463,Z,,16.176,,M31_V1,CBA,STD,,,,
2456188.712488,18.863,0.022,,V,GFB,,ENSEMBLE,162,2576SL,,0,1.358,Z,,16.191,,M31_V1,CBA,STD,,,,
2456189.702396,18.820,0.043,,V,GFB,,ENSEMBLE,162,2576SL,,0,1.402,Z,,16.212,,M31_V1,CBA,STD,,,,
2456190.690926,18.852,0.031,,V,GFB,,ENSEMBLE,162,2576SL,,0,1.460,Z,,16.195,,M31_V1,CBA,STD,,,,
2456191.691667,18.850,0.020,,V,GFB,,ENSEMBLE,162,2576SL,,0,1.436,Z,,16.181,,M31_V1,CBA,STD,,,,
2456201.695741,19.449,0.051,,V,GFB,,ENSEMBLE,162,2576SL,,0,1.263,Z,,16.191,,M31_V1,CBA,STD,,,,
2456202.684826,19.634,0.036,,V,GFB,,ENSEMBLE,162,2576SL,,0,1.302,Z,,16.197,,M31_V1,CBA,STD,,,,
2456203.691852,19.542,0.041,,V,GFB,,ENSEMBLE,162,2576SL,,0,1.256,Z,,16.189,,M31_V1,CBA,STD,,,,
2456207.677558,19.593,0.025,,V,GFB,,ENSEMBLE,162,2576SL,,0,1.272,Z,,16.187,,M31_V1,CBA,STD,,,,
2456208.677188,19.675,0.028,,V,GFB,,ENSEMBLE,162,2576SL,,0,1.261,Z,,16.210,,M31_V1,CBA,STD,,,,
2456210.674271,19.631,0.026,,V,GFB,,ENSEMBLE,162,2576SL,,0,1.250,Z,,16.187,,M31_V1,CBA,STD,,,,
2456215.670880,18.537,0.018,,V,GFB,,ENSEMBLE,162,2576SL,,0,1.208,Z,,16.178,,M31_V1,CBA,STD,,,,
2456216.690660,19.255,0.183,,V,GFB,,ENSEMBLE,000-BJV-795,8690BWR,,0,1.199,Z,,15.784,,M31_V1,CBA,STD,1,,,
2456218.690428,19.767,0.418,,V,GFB,,ENSEMBLE,000-BJV-795,8690BWR,,0,1.180,Z,,15.748,,M31_V1,CBA,STD,1,,,
2456219.682905,18.789,0.162,,V,GFB,,ENSEMBLE,000-BJV-797,13627KVO,,0,1.197,Z,,16.223,,M31_V1,CBA,STD,1,,,
2456220.694144,18.791,0.163,,V,GFB,,ENSEMBLE,000-BJV-797,13627KVO,,0,1.152,Z,,16.219,,M31_V1,CBA,STD,1,,,
2456221.669456,18.726,0.179,,V,GFB,,ENSEMBLE,000-BJV-797,13627KVO,,0,1.228,Z,,16.210,,M31_V1,CBA,STD,1,,,
2456226.666319,19.008,0.166,,V,GFB,,ENSEMBLE,000-BJV-797,13627KVO,,0,1.190,Z,,16.227,,M31_V1,CBA,STD,1,,,
2456229.675486,19.360,0.283,,V,GFB,,ENSEMBLE,000-BJV-797,13627KVO,,0,1.133,Z,,16.209,,M31_V1,CBA,STD,1,,,
2456235.665023,19.594,0.330,,V,GFB,,ENSEMBLE,000-BJV-797,13627KVO,,0,1.117,Z,,16.208,,M31_V1,CBA,STD,1,,,
2456236.648657,19.517,0.308,,V,GFB,,ENSEMBLE,000-BJV-797,13627KVO,,0,1.157,Z,,16.218,,M31_V1,CBA,STD,1,,,
2456237.650683,19.473,0.274,,V,GFB,,ENSEMBLE,000-BJV-797,13627KVO,,0,1.142,Z,,16.177,,M31_V1,CBA,STD,1,,,
2456243.701782,18.988,0.161,,V,GFB,,ENSEMBLE,000-BJV-797,13627KVO,,0,1.017,Z,,16.158,,M31_V1,CBA,STD,1,,,
2456244.664595,18.792,0.156,,V,GFB,,ENSEMBLE,000-BJV-797,13627KVO,,0,1.064,Z,,16.178,,M31_V1,CBA,STD,1,,,
2456245.649618,18.609,0.119,,V,GFB,,ENSEMBLE,000-BJV-797,13627KVO,,0,1.089,Z,,16.212,,M31_V1,CBA,STD,1,,,
2456246.649456,18.482,0.102,,V,GFB,,ENSEMBLE,000-BJV-797,13627KVO,,0,1.083,Z,,16.234,,M31_V1,CBA,STD,1,,,
2456249.744907,18.173,0.054,,R,CMJA,,000-BJV-795,000-BJV-798,10228JU,,0,1.290,Z,12.213,12.511,,M31_V1,,STD,,,,
2456254.653044,18.761,0.186,,V,GFB,,ENSEMBLE,000-BJV-797,13627KVO,,0,1.039,Z,,16.166,,M31_V1,CBA,STD,1,,,
2456255.645347,19.035,0.200,,V,GFB,,ENSEMBLE,000-BJV-797,13627KVO,,0,1.046,Z,,16.202,,M31_V1,CBA,STD,1,,,
2456256.655208,18.977,0.228,,V,GFB,,ENSEMBLE,000-BJV-797,13627KVO,,0,1.029,Z,,16.208,,M31_V1,CBA,STD,1,,,
2456257.636424,19.242,0.290,,V,GFB,,ENSEMBLE,000-BJV-797,13627KVO,,0,1.052,Z,,16.208,,M31_V1,CBA,STD,1,,,
2456506.89643,18.732,0.017,,V,SSTB,,000-BJV-799,000-BJV-798,12577DCR,,0,1.152,Z,16.43,16.285,,M31_V1,,STD,GROUP,,,
2456507.9011,18.756,0.016,,V,SSTB,,000-BJV-799,000-BJV-798,12577DCR,,0,1.131,Z,16.43,16.285,,M31_V1,,STD,GROUP,,,
2456517.82955,19.171,0.053,,V,ACAB,,000-BJV-799,000-BJV-798,12577DCR,,0,1.317,Z,16.43,16.285,,M31_V1,AAVSO,STD,GROUP,,,
2456518.79935,19.204,0.03,,V,ACAB,,000-BJV-799,000-BJV-798,12577DCR,,0,1.466,Z,16.43,16.285,,M31_V1,AAVSO,STD,GROUP,,,
2456520.86543,19.123,0.009,,V,SSTB,,000-BJV-799,000-BJV-798,12577DCR,,0,1.132,Z,16.43,16.285,,M31_V1,,STD,GROUP,,,
2456521.94289,19.23,0.054,,V,ACAB,,000-BJV-799,000-BJV-798,12577DCR,,0,1.007,Z,16.43,16.285,,M31_V1,AAVSO,STD,GROUP,,,
2456522.89358,19.043,0.044,,V,ACAB,,000-BJV-799,000-BJV-798,12577DCR,,0,1.056,Z,16.43,16.285,,M31_V1,AAVSO,STD,GROUP,,,
2456532.82996,18.73,0.051,,V,SSTB,,000-BJV-800,000-BJV-799,12577DCR,,0,1.141,Z,16.396,16.245,,M31_V1,,STD,,,,
2456534.7971,18.41,0.016,,R,SSTB,,000-BJV-800,000-BJV-799,12577DCR,,0,1.239,Z,16.174,15.907,,M31_V1,,STD,,,,
2456593.64,18.418,0.050,,V,UIS01,,ENSEMBLE,0.0,0,2017AJ....154...81M,1,1.019,Z,0.0,0.0,,M31_V1,,STD,0,,,
2456593.64,19.732,0.100,,B,UIS01,,ENSEMBLE,0.0,0,2017AJ....154...81M,1,1.019,Z,0.0,0.0,,M31_V1,,STD,0,,,
2456593.64,18.083,0.066,,R,UIS01,,ENSEMBLE,0.0,0,2017AJ....154...81M,1,1.019,Z,0.0,0.0,,M31_V1,,STD,0,,,
2456593.64,18.401,0.060,,V,UIS01,,ENSEMBLE,0.0,0,2017AJ....154...81M,1,1.019,Z,0.0,0.0,,M31_V1,,STD,0,,,
2456593.64,19.725,0.099,,B,UIS01,,ENSEMBLE,0.0,0,2017AJ....154...81M,1,1.019,Z,0.0,0.0,,M31_V1,,STD,0,,,
2456593.64,18.094,0.070,,R,UIS01,,ENSEMBLE,0.0,0,2017AJ....154...81M,1,1.019,Z,0.0,0.0,,M31_V1,,STD,0,,,
2456604.66,19.020,0.069,,V,UIS01,,ENSEMBLE,0.0,0,2017AJ....154...81M,1,1.001,Z,0.0,0.0,,M31_V1,,STD,0,,,
2456604.66,18.944,0.087,,B,UIS01,,ENSEMBLE,0.0,0,2017AJ....154...81M,1,1.001,Z,0.0,0.0,,M31_V1,,STD,0,,,
2456604.66,18.520,0.062,,R,UIS01,,ENSEMBLE,0.0,0,2017AJ....154...81M,1,1.001,Z,0.0,0.0,,M31_V1,,STD,0,,,
2456604.66,19.013,0.070,,V,UIS01,,ENSEMBLE,0.0,0,2017AJ....154...81M,1,1.001,Z,0.0,0.0,,M31_V1,,STD,0,,,
2456604.66,18.936,0.063,,B,UIS01,,ENSEMBLE,0.0,0,2017AJ....154...81M,1,1.001,Z,0.0,0.0,,M31_V1,,STD,0,,,
2456604.66,18.509,0.066,,R,UIS01,,ENSEMBLE,0.0,0,2017AJ....154...81M,1,1.001,Z,0.0,0.0,,M31_V1,,STD,0,,,
2456818.869421,18.665,0.248,,V,HBB,,ENSEMBLE,000-BJV-799,13476PKA,,0,1.588,Z,,16.336,,M31_V1,,STD,,,,
2456930.61,19.617,0.145,,V,UIS01,,ENSEMBLE,0.0,0,2017AJ....154...81M,1,1.300,Z,0.0,0.0,,M31_V1,,STD,0,,,
2456930.61,19.025,0.103,,B,UIS01,,ENSEMBLE,0.0,0,2017AJ....154...81M,1,1.300,Z,0.0,0.0,,M31_V1,,STD,0,,,
2456930.61,19.002,0.094,,R,UIS01,,ENSEMBLE,0.0,0,2017AJ....154...81M,1,1.300,Z,0.0,0.0,,M31_V1,,STD,0,,,
2456930.61,19.596,0.152,,V,UIS01,,ENSEMBLE,0.0,0,2017AJ....154...81M,1,1.300,Z,0.0,0.0,,M31_V1,,STD,0,,,
2456930.61,19.013,0.099,,B,UIS01,,ENSEMBLE,0.0,0,2017AJ....154...81M,1,1.300,Z,0.0,0.0,,M31_V1,,STD,0,,,
2456930.61,19.004,0.113,,R,UIS01,,ENSEMBLE,0.0,0,2017AJ....154...81M,1,1.300,Z,0.0,0.0,,M31_V1,,STD,0,,,
2457299.866538,19.893,0.405,,V,HBB,,000-BJV-791,000-BJV-794,X15402PM,,0,1.350,Z,14.407,15.947,,M31_V1,,STD,,,,
2457307.69,19.510,0.093,,V,UIS01,,ENSEMBLE,0.0,0,2017AJ....154...81M,1,1.015,Z,0.0,0.0,,M31_V1,,STD,0,,,
2457307.69,18.914,0.076,,B,UIS01,,ENSEMBLE,0.0,0,2017AJ....154...81M,1,1.015,Z,0.0,0.0,,M31_V1,,STD,0,,,
2457307.69,19.013,0.084,,R,UIS01,,ENSEMBLE,0.0,0,2017AJ....154...81M,1,1.015,Z,0.0,0.0,,M31_V1,,STD,0,,,
2457307.69,19.498,0.100,,V,UIS01,,ENSEMBLE,0.0,0,2017AJ....154...81M,1,1.015,Z,0.0,0.0,,M31_V1,,STD,0,,,
2457307.69,18.909,0.072,,B,UIS01,,ENSEMBLE,0.0,0,2017AJ....154...81M,1,1.015,Z,0.0,0.0,,M31_V1,,STD,0,,,
2457307.69,19.019,0.093,,R,UIS01,,ENSEMBLE,0.0,0,2017AJ....154...81M,1,1.015,Z,0.0,0.0,,M31_V1,,STD,0,,,
2457578.938220,19.169,0.137,,V,GFB,,ENSEMBLE,000-BJV-796,13627KVO,,0,1.302,Z,,16.009,,M31_V1,CBA,STD,1,,,
2457586.952562,19.371,0.158,,V,GFB,,ENSEMBLE,000-BJV-796,13627KVO,,0,1.157,Z,,15.996,,M31_V1,CBA,STD,1,,,
2457598.940127,18.469,0.062,,V,GFB,,ENSEMBLE,000-BJV-796,13627KVO,,0,1.093,Z,,16.014,,M31_V1,CBA,STD,1,,,
2457599.940830,18.430,0.067,,V,GFB,,ENSEMBLE,000-BJV-796,13627KVO,,0,1.086,Z,,16.033,,M31_V1,CBA,STD,1,,,
2457600.937213,18.516,0.080,,V,GFB,,ENSEMBLE,000-BJV-796,13627KVO,,0,1.091,Z,,16.048,,M31_V1,CBA,STD,1,,,
2457601.942050,18.716,0.087,,V,GFB,,ENSEMBLE,000-BJV-796,13627KVO,,0,1.072,Z,,16.048,,M31_V1,CBA,STD,1,,,
2457603.859249,18.791,0.087,,V,GFB,,ENSEMBLE,000-BJV-796,13627KVO,,0,1.349,Z,,16.023,,M31_V1,CBA,STD,1,,,
2457604.861165,18.613,0.074,,V,GFB,,ENSEMBLE,000-BJV-796,13627KVO,,0,1.324,Z,,16.015,,M31_V1,CBA,STD,1,,,
2457605.870938,18.814,0.124,,V,GFB,,ENSEMBLE,000-BJV-796,13627KVO,,0,1.263,Z,,16.006,,M31_V1,CBA,STD,1,,,
2457606.873215,19.002,0.100,,V,GFB,,ENSEMBLE,000-BJV-796,13627KVO,,0,1.241,Z,,16.020,,M31_V1,CBA,STD,1,,,
2457607.851841,18.853,0.089,,V,GFB,,ENSEMBLE,000-BJV-796,13627KVO,,0,1.330,Z,,16.009,,M31_V1,CBA,STD,1,,,
2457608.851775,19.035,0.105,,V,GFB,,ENSEMBLE,000-BJV-796,13627KVO,,0,1.316,Z,,16.013,,M31_V1,CBA,STD,1,,,
2457609.852283,19.002,0.104,,V,GFB,,ENSEMBLE,000-BJV-796,13627KVO,,0,1.299,Z,,16.027,,M31_V1,CBA,STD,1,,,
2457610.919494,19.169,0.122,,V,GFB,,ENSEMBLE,000-BJV-796,13627KVO,,0,1.071,Z,,15.998,,M31_V1,CBA,STD,1,,,
2457611.919224,19.255,0.135,,V,GFB,,ENSEMBLE,000-BJV-796,13627KVO,,0,1.066,Z,,16.020,,M31_V1,CBA,STD,1,,,
2457612.919991,19.245,0.138,,V,GFB,,ENSEMBLE,000-BJV-796,13627KVO,,0,1.060,Z,,16.033,,M31_V1,CBA,STD,1,,,
2457613.922861,18.984,0.107,,V,GFB,,ENSEMBLE,000-BJV-796,13627KVO,,0,1.051,Z,,15.994,,M31_V1,CBA,STD,1,,,
2457614.924946,19.073,0.116,,V,GFB,,ENSEMBLE,000-BJV-796,13627KVO,,0,1.044,Z,,16.011,,M31_V1,CBA,STD,1,,,
2457616.919583,19.110,0.146,,V,GFB,,ENSEMBLE,000-BJV-796,13627KVO,,0,1.044,Z,,16.013,,M31_V1,CBA,STD,1,,,
2457617.916908,19.153,0.156,,V,GFB,,ENSEMBLE,000-BJV-796,13627KVO,,0,1.043,Z,,16.011,,M31_V1,CBA,STD,1,,,
2457619.893983,18.848,0.163,,V,GFB,,ENSEMBLE,000-BJV-796,13627KVO,,0,1.074,Z,,16.002,,M31_V1,CBA,STD,1,,,
2457620.887227,19.859,0.417,,V,GFB,,ENSEMBLE,000-BJV-796,13627KVO,,0,1.082,Z,,16.022,,M31_V1,CBA,STD,1,,,
2457621.887345,19.251,0.305,,V,GFB,,ENSEMBLE,000-BJV-796,13627KVO,,0,1.076,Z,,15.981,,M31_V1,CBA,STD,1,,,
2457624.887242,19.182,0.128,,V,GFB,,ENSEMBLE,000-BJV-796,13627KVO,,0,1.060,Z,,16.010,,M31_V1,CBA,STD,1,,,
2457625.887297,18.933,0.094,,V,GFB,,ENSEMBLE,000-BJV-796,13627KVO,,0,1.056,Z,,16.020,,M31_V1,CBA,STD,1,,,
2457627.852549,18.374,0.065,,V,GFB,,ENSEMBLE,000-BJV-796,13627KVO,,0,1.122,Z,,16.020,,M31_V1,CBA,STD,1,,,
2457628.783223,18.510,0.072,,V,GFB,,ENSEMBLE,000-BJV-796,13627KVO,,0,1.397,Z,,16.015,,M31_V1,CBA,STD,1,,,
